PID PPID PGID PSR %CPU %MEM RSS STAT COMMAND
2149605 2 0 31 0.0 0.0 0 I u264:1-events_unbound]
2228688 2 0 95 0.0 0.0 0 I u264:3-flush-259:2]
2232092 2 0 103 0.0 0.0 0 I u266:2-events_unbound]
2248263 2 0 90 0.0 0.0 0 I md127]
2249108 2 0 75 0.0 0.0 0 I md127]
2268033 2 0 45 0.0 0.0 0 I u268:1-events_unbound]
2289494 2 0 32 0.0 0.0 0 I u265:0-events_unbound]
2309771 2 0 57 0.0 0.0 0 I 57:1-cgroup_release]
2313421 2 0 96 0.0 0.0 0 I u265:3-flush-259:2]
2319160 2 0 112 0.0 0.0 0 I u269:3-events_unbound]
2328813 2 0 116 0.0 0.0 0 I u270:3-events_power_efficient]
2333303 2 0 50 0.0 0.0 0 I md127]
2342232 2 0 2 0.0 0.0 0 I u257:0-flush-259:2]
2348079 2 0 17 0.0 0.0 0 I 17:2-rcu_par_gp]
2349592 2 0 44 0.0 0.0 0 I u268:3-events_unbound]
2351690 2 0 120 0.0 0.0 0 I u271:2-events_unbound]
2353000 2 0 106 0.0 0.0 0 I 106:0-mm_percpu_wq]
2354414 2 0 42 0.0 0.0 0 I u267:1-events_unbound]
2379634 2 0 79 0.0 0.0 0 I u260:1-events_unbound]
2383033 2 0 97 0.0 0.0 0 I u265:1-events_unbound]
2384490 2 0 119 0.0 0.0 0 I u270:1-events_power_efficient]
2385977 2 0 67 0.0 0.0 0 I md127]
2386081 2 0 60 0.0 0.0 0 I u272:2-events_unbound]
2386956 2 0 19 0.0 0.0 0 I 19:1-mm_percpu_wq]
2391778 2 0 85 0.0 0.0 0 I md127]
2391779 2 0 23 0.0 0.0 0 I u262:3-events_unbound]
2395574 2 0 7 0.0 0.0 0 I 7:1-cgroup_release]
2395776 2 0 109 0.0 0.0 0 I 109:1-mm_percpu_wq]
2396215 2 0 122 0.0 0.0 0 I 122:2-mm_percpu_wq]
2396673 2 0 45 0.0 0.0 0 I u268:0-events_unbound]
2401490 2 0 5 0.0 0.0 0 I u258:2-events_unbound]
2404626 2 0 77 0.0 0.0 0 I 77:0-cgroup_free]
2405921 2 0 122 0.0 0.0 0 I md127]
2411854 2 0 45 0.0 0.0 0 I 45:0-rcu_par_gp]
2414870 2 0 39 0.0 0.0 0 I 39:0-mm_percpu_wq]
2416283 2 0 0 0.0 0.0 0 I u257:3]
2416772 2 0 71 0.0 0.0 0 I 71:2-events]
2420656 2 0 73 0.0 0.0 0 I u259:0-events_unbound]
2420839 2 0 118 0.0 0.0 0 I 118:0-mm_percpu_wq]
2421318 2 0 68 0.0 0.0 0 I 68:2-mm_percpu_wq]
2422129 2 0 29 0.0 0.0 0 I 29:1-mm_percpu_wq]
2424715 2 0 69 0.0 0.0 0 I 69:5-cgroup_free]
2425577 1 2425577 121 0.0 0.0 24732 Ss python
2429147 2 0 93 0.0 0.0 0 I 93:1-rcu_par_gp]
2429785 2 0 27 0.0 0.0 0 I 27:2-rcu_gp]
2430527 2 0 89 0.0 0.0 0 I 89:0-mm_percpu_wq]
2431176 2 0 3 0.0 0.0 0 I u257:2-events_unbound]
2432036 2 0 29 0.0 0.0 0 I u264:0-flush-259:2]
2432994 2 0 66 0.0 0.0 0 I 66:0-cgroup_free]
2433528 2 0 58 0.0 0.0 0 I 58:2-mm_percpu_wq]
2433665 2 0 90 0.0 0.0 0 I 90:0-events]
2433929 2 0 118 0.0 0.0 0 I u270:2-events_power_efficient]
2435172 2 0 78 0.0 0.0 0 I 78:0-mm_percpu_wq]
2435480 2 0 8 0.0 0.0 0 I 8:0-mm_percpu_wq]
2436708 2 0 33 0.0 0.0 0 I 33:2-cgroup_free]
2436825 2 0 36 0.0 0.0 0 I 36:1-mm_percpu_wq]
2436914 2 0 110 0.0 0.0 0 I 110:2-rcu_par_gp]
2437912 2 0 5 0.0 0.0 0 I 5:2-cgroup_free]
2438856 2 0 41 0.0 0.0 0 I 41:2-mm_percpu_wq]
2438923 2 0 127 0.0 0.0 0 I 127:0-mm_percpu_wq]
2438990 2 0 84 0.0 0.0 0 I 84:1-rcu_par_gp]
2439103 2 0 26 0.0 0.0 0 I 26:1-mm_percpu_wq]
2439329 2 0 85 0.0 0.0 0 I 85:1-cgroup_release]
2439628 2 0 64 0.0 0.0 0 I 64:2-cgroup_free]
2439856 2 0 88 0.0 0.0 0 I 88:2-mm_percpu_wq]
2440958 2 0 126 0.0 0.0 0 I md127]
2441310 2 0 116 0.0 0.0 0 I 116:1-rcu_par_gp]
2441858 2 0 33 0.0 0.0 0 I 33:1-mm_percpu_wq]
2442249 2 0 60 0.0 0.0 0 I 60:2-mm_percpu_wq]
2442344 2 0 79 0.0 0.0 0 I 79:1-rcu_par_gp]
2442842 2 0 18 0.0 0.0 0 I 18:1-mm_percpu_wq]
2443427 2 0 126 0.0 0.0 0 I u272:1-events_unbound]
2444004 2 0 32 0.0 0.0 0 I md127]
2444452 2 0 47 0.0 0.0 0 I 47:1-events]
2444565 1644657 2444565 28 100 0.3 1694200 Rsl python
2446086 2 0 40 0.0 0.0 0 I 40:1-cgroup_free]
2446181 1644655 2446181 57 100 0.2 1508080 Rsl python
2446253 2 0 25 0.0 0.0 0 I 25:0-mm_percpu_wq]
2446635 1644659 2446635 5 100 0.2 1450228 Rsl python
2446713 2 0 20 0.0 0.0 0 I 20:1-mm_percpu_wq]
2446974 2 0 98 0.0 0.0 0 I 98:1-mm_percpu_wq]
2447210 2 0 90 0.0 0.0 0 I 90:1-events]
2447229 1644660 2447229 125 100 0.2 1454856 Rsl python
2447729 2 0 125 0.0 0.0 0 I md127]
2447766 1644658 2447766 26 100 0.3 1606640 Rsl python
2448070 1644658 2448070 40 100 0.2 1448168 Rsl python
2448442 1644658 2448442 89 100 0.2 1439468 Rsl python
2448636 2 0 13 0.0 0.0 0 I u260:2-events_unbound]
2448872 1644657 2448872 34 100 0.2 1430112 Rsl python
2448952 1644655 2448952 41 100 0.2 1344152 Rsl python
2449325 2 0 0 0.0 0.0 0 I 0:0-events]
2449416 2 0 75 0.0 0.0 0 I 75:0-mm_percpu_wq]
2449487 1644660 2449487 39 100 0.2 1389828 Rsl python
2449588 1644657 2449588 27 100 0.2 1382720 Rsl python
2449589 1644654 2449589 43 100 0.2 1372536 Rsl python
2450163 1644661 2450163 3 100 0.3 1583904 Rsl python
2450245 2 0 5 0.0 0.0 0 I u256:4-ipv6_addrconf]
2450387 2 0 37 0.0 0.0 0 I 37:2-mm_percpu_wq]
2450439 2 0 60 0.0 0.0 0 I 60:0-cgroup_release]
2450694 1644657 2450694 86 100 0.2 1331820 Rsl python
2451049 1644660 2451049 7 100 0.2 1355568 Rsl python
2451142 1644660 2451142 81 100 0.2 1378600 Rsl python
2451143 1644657 2451143 108 100 0.2 1396604 Rsl python
2451823 1644655 2451823 110 100 0.2 1326812 Rsl python
2451949 1644654 2451949 55 100 0.2 1421896 Rsl python
2452470 2 0 80 0.0 0.0 0 I 80:2-cgroup_free]
2452574 2 0 97 0.0 0.0 0 I 97:1-events]
2452681 1644660 2452681 77 100 0.2 1333496 Rsl python
2452789 2 0 53 0.0 0.0 0 I 53:25-mm_percpu_wq]
2452995 2 0 99 0.0 0.0 0 I 99:3-rcu_par_gp]
2453169 1644660 2453169 85 100 0.2 1378864 Rsl python
2453444 2 0 96 0.0 0.0 0 I 96:0-cgroup_free]
2453560 2 0 49 0.0 0.0 0 I 49:2-cgroup_release]
2453651 1644654 2453651 100 100 0.2 1350208 Rsl python
2453891 2 0 42 0.0 0.0 0 I 42:1-cgroup_free]
2453892 2 0 90 0.0 0.0 0 I u263:3-events_unbound]
2453926 1644656 2453926 79 100 0.2 1279148 Rsl python
2454151 1644656 2454151 94 100 0.2 1328328 Rsl python
2454248 1644657 2454248 65 100 0.2 1356904 Rsl python
2454312 1644656 2454312 115 100 0.2 1375204 Rsl python
2454840 1644661 2454840 73 100 0.2 1373908 Rsl python
2454918 2 0 94 0.0 0.0 0 I md127]
2455095 2 0 82 0.0 0.0 0 I 82:2-rcu_par_gp]
2455148 2 0 112 0.0 0.0 0 I u269:0-events_unbound]
2455163 2 0 18 0.0 0.0 0 I 18:2-cgroup_release]
2455257 1644659 2455257 67 100 0.2 1319772 Rsl python
2455579 2 0 21 0.0 0.0 0 I md127]
2455670 2 0 58 0.0 0.0 0 I 58:1-rcu_par_gp]
2455671 1644660 2455671 113 100 0.2 1339532 Rsl python
2455672 1644654 2455672 126 100 0.2 1337592 Rsl python
2456172 1644657 2456172 50 100 0.2 1320248 Rsl python
2456395 1644658 2456395 45 100 0.2 1375088 Rsl python
2456474 2 0 65 0.0 0.0 0 I 65:0-mm_percpu_wq]
2456510 1644659 2456510 17 100 0.2 1381044 Rsl python
2457025 1644656 2457025 93 100 0.2 1310644 Rsl python
2457281 2 0 51 0.0 0.0 0 I 51:2-rcu_par_gp]
2457471 2 0 74 0.0 0.0 0 I 74:2-cgroup_free]
2457595 1644656 2457595 20 100 0.2 1286860 Rsl python
2457819 1644656 2457819 88 100 0.2 1323220 Rsl python
2457820 1644658 2457820 68 100 0.2 1317896 Rsl python
2458267 1644661 2458267 32 100 0.2 1268684 Rsl python
2458331 1644658 2458331 37 100 0.2 1260976 Rsl python
2458733 1644655 2458733 74 100 0.2 1290852 Rsl python
2458856 2 0 61 0.0 0.0 0 I 61:1-rcu_gp]
2459123 2 0 117 0.0 0.0 0 I 117:0-mm_percpu_wq]
2459210 1644655 2459210 58 100 0.2 1281108 Rsl python
2459451 1644660 2459451 116 100 0.2 1278992 Rsl python
2459679 2 0 6 0.0 0.0 0 I u258:1-events_unbound]
2459725 2 0 62 0.0 0.0 0 I 62:0-mm_percpu_wq]
2459726 1644657 2459726 38 100 0.2 1226236 Rsl python
2459727 1644658 2459727 99 100 0.2 1318260 Rsl python
2459868 2 0 102 0.0 0.0 0 I 102:1-mm_percpu_wq]
2460142 1644658 2460142 59 100 0.2 1238188 Rsl python
2460423 1644655 2460423 52 100 0.2 1244712 Rsl python
2460864 2 0 126 0.0 0.0 0 I md127]
2460982 1644656 2460982 105 100 0.2 1293384 Rsl python
2461072 2 0 64 0.0 0.0 0 I 64:1-events]
2461371 2 0 38 0.0 0.0 0 I 38:2-events]
2461471 1644654 2461471 102 100 0.2 1268656 Rsl python
2461834 2 0 46 0.0 0.0 0 I 46:0-rcu_gp]
2462336 2 0 16 0.0 0.0 0 I u261:1-events_unbound]
2462439 2 0 71 0.0 0.0 0 I 71:0]
2462509 1644657 2462509 53 100 0.2 1276760 Rsl python
2462603 2 0 119 0.0 0.0 0 I 119:0-rcu_par_gp]
2462604 2 0 67 0.0 0.0 0 I md127]
2462605 2 0 52 0.0 0.0 0 I 52:0-mm_percpu_wq]
2462800 2 0 118 0.0 0.0 0 I 118:2-cgroup_free]
2462802 1644655 2462802 78 100 0.2 1249472 Rsl python
2462890 2 0 107 0.0 0.0 0 I u267:2-events_unbound]
2462897 2 0 43 0.0 0.0 0 I 43:2-rcu_par_gp]
2462918 1644657 2462918 49 100 0.2 1224360 Rsl python
2463123 2 0 3 0.0 0.0 0 I 3:0-mm_percpu_wq]
2463305 1644658 2463305 19 100 0.2 1234116 Rsl python
2463593 1644654 2463593 48 100 0.2 1194084 Rsl python
2463687 1644655 2463687 87 100 0.2 1235984 Rsl python
2463754 2 0 13 0.0 0.0 0 I 13:1-cgroup_free]
2464385 1644657 2464385 66 100 0.2 1212368 Rsl python
2464480 2 0 26 0.0 0.0 0 I 26:2-rcu_par_gp]
2464640 1644660 2464640 69 100 0.2 1190544 Rsl python
2464757 2 0 123 0.0 0.0 0 I md127]
2464955 1644654 2464955 30 100 0.2 1204452 Rsl python
2465722 2 0 19 0.0 0.0 0 I 19:0-rcu_par_gp]
2465842 2 0 56 0.0 0.0 0 I 56:0-mm_percpu_wq]
2465854 1644656 2465854 103 100 0.2 1206800 Rsl python
2466024 2 0 15 0.0 0.0 0 I 15:0-cgroup_release]
2466152 1644656 2466152 75 100 0.2 1201876 Rsl python
2466703 2 0 35 0.0 0.0 0 I 35:0-mm_percpu_wq]
2466723 2 0 97 0.0 0.0 0 I 97:0-rcu_par_gp]
2466725 2 0 48 0.0 0.0 0 I u269:2-events_unbound]
2466806 2 0 10 0.0 0.0 0 I 10:1-events]
2466899 1644654 2466899 83 100 0.2 1196516 Rsl python
2467301 2 0 6 0.0 0.0 0 I md127]
2467825 2 0 4 0.0 0.0 0 I 4:1-cgroup_release]
2467932 2 0 90 0.0 0.0 0 I u263:2-events_unbound]
2467974 2 0 109 0.0 0.0 0 I 109:2-cgroup_free]
2468008 2 0 65 0.0 0.0 0 I 65:2-cgroup_release]
2468062 1644660 2468062 76 100 0.2 1168108 Rsl python
2468135 1644658 2468135 106 100 0.2 1178384 Rsl python
2468554 1644655 2468554 117 100 0.2 1170492 Rsl python
2468846 2 0 92 0.0 0.0 0 I 92:3-mm_percpu_wq]
2468897 2 0 111 0.0 0.0 0 I 111:1-mm_percpu_wq]
2468928 2 0 44 0.0 0.0 0 I 44:1-rcu_par_gp]
2469209 2 0 11 0.0 0.0 0 I 11:12-cgroup_free]
2469211 2 0 28 0.0 0.0 0 I 28:4-rcu_gp]
2469223 2 0 95 0.0 0.0 0 I md127]
2469231 2 0 70 0.0 0.0 0 I 70:1-cgroup_free]
2469884 1644654 2469884 10 100 0.2 1170252 Rsl python
2469981 2 0 31 0.0 0.0 0 I md127]
2470432 1644654 2470432 114 100 0.2 1170200 Rsl python
2470770 2 0 22 0.0 0.0 0 I 22:1-cgroup_free]
2471228 1644658 2471228 122 100 0.2 1171920 Rsl python
2471970 2 0 12 0.0 0.0 0 I md127]
2472011 2 0 14 0.0 0.0 0 I 14:0-cgroup_free]
2472185 2 0 48 0.0 0.0 0 I md127]
2472231 2 0 83 0.0 0.0 0 I 83:2-cgroup_free]
2472251 2 0 16 0.0 0.0 0 I 16:0-cgroup_release]
2472314 2 0 87 0.0 0.0 0 I 87:1-cgroup_release]
2472461 2 0 40 0.0 0.0 0 I 40:0-mm_percpu_wq]
2472637 2 0 20 0.0 0.0 0 I u262:2-events_unbound]
2472949 2 0 23 0.0 0.0 0 I 23:0-mm_percpu_wq]
2473192 2 0 77 0.0 0.0 0 I 77:2-mm_percpu_wq]
2473422 2 0 100 0.0 0.0 0 I 100:2-mm_percpu_wq]
2473486 2 0 107 0.0 0.0 0 I 107:2-mm_percpu_wq]
2473547 1644654 2473547 111 100 0.2 1170108 Rsl python
2473801 2 0 30 0.0 0.0 0 I 30:3-cgroup_release]
2473978 2 0 91 0.0 0.0 0 I 91:0-rcu_par_gp]
2474030 1644655 2474030 84 100 0.2 1169224 Rsl python
2474354 2 0 86 0.0 0.0 0 I 86:1-rcu_gp]
2474424 2 0 9 0.0 0.0 0 I 9:2-cgroup_free]
2474730 2 0 119 0.0 0.0 0 I 119:1-cgroup_release]
2474892 2 0 104 0.0 0.0 0 I 104:2-cgroup_free]
2475037 2 0 52 0.0 0.0 0 I 52:1-rcu_par_gp]
2475336 2 0 55 0.0 0.0 0 I 55:1-cgroup_free]
2475659 2 0 115 0.0 0.0 0 I 115:4-mm_percpu_wq]
2475914 2 0 59 0.0 0.0 0 I 59:2-events]
2475915 2 0 2 0.0 0.0 0 I 2:1-mm_percpu_wq]
2475963 2 0 101 0.0 0.0 0 I 101:2-rcu_par_gp]
2475967 2 0 125 0.0 0.0 0 I md127]
2476137 2 0 96 0.0 0.0 0 I 96:2-mm_percpu_wq]
2476209 2 0 124 0.0 0.0 0 I 124:1-rcu_par_gp]
2476373 2 0 66 0.0 0.0 0 I 66:2-mm_percpu_wq]
2476474 2 0 112 0.0 0.0 0 I 112:0-rcu_par_gp]
2476877 2 0 111 0.0 0.0 0 I 111:2-cgroup_release]
2476964 2 0 74 0.0 0.0 0 I 74:0-cgroup_free]
2477038 2 0 105 0.0 0.0 0 I 105:0-mm_percpu_wq]
2477065 2 0 41 0.0 0.0 0 I 41:1-rcu_par_gp]
2477081 2 0 70 0.0 0.0 0 I 70:0-rcu_par_gp]
2478183 2 0 16 0.0 0.0 0 I 16:2-cgroup_free]
2478234 2 0 12 0.0 0.0 0 I md127]
2478238 2 0 68 0.0 0.0 0 I 68:1-cgroup_release]
2478339 2 0 22 0.0 0.0 0 I 22:0-mm_percpu_wq]
2478409 2 0 49 0.0 0.0 0 I 49:0-cgroup_free]
2478410 2 0 18 0.2 0.0 0 I u261:3-flush-9:127]
2478500 2 0 1 0.0 0.0 0 I md127]
2478852 2 0 54 0.0 0.0 0 I 54:1-mm_percpu_wq]
2478942 2 0 17 0.0 0.0 0 I 17:0-mm_percpu_wq]
2479110 2 0 32 0.0 0.0 0 I md127]
2479147 2 0 46 0.0 0.0 0 I 46:1-mm_percpu_wq]
2479259 2 0 89 0.0 0.0 0 I 89:2-rcu_par_gp]
2479562 2 0 62 0.0 0.0 0 I md127]
2480004 2 0 42 0.0 0.0 0 I 42:2-mm_percpu_wq]
2480283 1644657 2480283 106 100 0.1 849196 Rsl python
2480389 2 0 13 0.0 0.0 0 I 13:2-events]
2480408 1644655 2480408 6 100 0.1 873468 Rsl python
2480832 2 0 120 0.0 0.0 0 I 120:0-mm_percpu_wq]
2480852 2 0 117 0.0 0.0 0 I 117:1-cgroup_free]
2480858 1644655 2480858 123 100 0.1 858384 Rsl python
2480953 2 0 31 0.0 0.0 0 I md127]
2481130 2 0 93 0.0 0.0 0 I 93:0-rcu_gp]
2481164 2 0 84 0.0 0.0 0 I 84:0-mm_percpu_wq]
2481311 2 0 34 0.0 0.0 0 I 34:0-cgroup_free]
2481539 2 0 98 0.0 0.0 0 I 98:2-rcu_par_gp]
2481627 2 0 86 0.0 0.0 0 I 86:2-mm_percpu_wq]
2481786 2 0 72 0.0 0.0 0 I 72:1-cgroup_free]
2481835 2 0 76 0.0 0.0 0 I 76:2-rcu_par_gp]
2482042 2 0 24 0.0 0.0 0 I 24:1-cgroup_free]
2482159 2 0 50 0.0 0.0 0 I 50:1-cgroup_release]
2482604 2 0 103 0.0 0.0 0 I 103:2-cgroup_free]
2482734 2 0 55 0.0 0.0 0 I 55:2-rcu_par_gp]
2482853 2 0 80 0.0 0.0 0 I 80:1-mm_percpu_wq]
2482937 2 0 6 0.0 0.0 0 I md127]
2483010 2 0 108 0.0 0.0 0 I 108:0-cgroup_release]
2483119 2 0 101 0.0 0.0 0 I 101:0-rcu_par_gp]
2483760 2 0 124 0.0 0.0 0 I 124:0-mm_percpu_wq]
2484029 2 0 7 0.0 0.0 0 I 7:2-mm_percpu_wq]
2484166 2 0 121 0.0 0.0 0 I 121:0-mm_percpu_wq]
2484364 2 0 51 0.0 0.0 0 I 51:1-cgroup_release]
2484413 2 0 106 0.0 0.0 0 I 106:1-cgroup_free]
2484520 2 0 82 0.0 0.0 0 I 82:0-mm_percpu_wq]
2484608 2 0 3 0.0 0.0 0 I 3:1-cgroup_free]
2484695 2 0 113 0.0 0.0 0 I 113:0-cgroup_free]
2484859 2 0 63 0.0 0.0 0 I 63:1-cgroup_free]
2484937 2 0 1 0.0 0.0 0 I md127]
2485010 2 0 37 0.0 0.0 0 I 37:1-cgroup_free]
2485046 2 0 112 0.0 0.0 0 I 112:2-mm_percpu_wq]
2485056 2 0 73 0.0 0.0 0 I 73:1-cgroup_release]
2485096 2 0 81 0.0 0.0 0 I 81:1-rcu_gp]
2485194 2 0 8 0.0 0.0 0 I 8:1-rcu_gp]
2485260 2 0 61 0.0 0.0 0 I 61:0-events]
2485421 2 0 125 0.0 0.0 0 I u272:3-events_unbound]
2485537 2 0 14 0.0 0.0 0 I 14:1-mm_percpu_wq]
2485538 2 0 16 0.0 0.0 0 I 16:1-cgroup_free]
2485548 1644661 2485548 54 101 0.1 781444 Rsl python
2485794 2 0 28 0.0 0.0 0 I 28:1-cgroup_free]
2485820 2 0 95 0.0 0.0 0 I md127]
2485912 2 0 104 0.0 0.0 0 I 104:0-events]
2486166 2 0 48 0.0 0.0 0 I md127]
2486185 2 0 92 0.0 0.0 0 I 92:1-rcu_par_gp]
2486309 2 0 10 0.0 0.0 0 I 10:2-events]
2486319 2 0 21 0.0 0.0 0 I md127]
2486325 2 0 5 0.0 0.0 0 I md127]
2486543 2 0 123 0.0 0.0 0 I md127]
2486613 2 0 114 0.0 0.0 0 I 114:1-rcu_par_gp]
2487264 2 0 100 0.0 0.0 0 I u266:0-events_unbound]
2487304 2 0 83 0.0 0.0 0 I 83:1-mm_percpu_wq]
2488447 2 0 20 0.0 0.0 0 I 20:2-cgroup_free]
2489014 2 0 94 0.0 0.0 0 I md127]
2489183 2 0 72 0.0 0.0 0 I 72:0-rcu_gp]
2489254 2 0 99 0.0 0.0 0 I 99:0-rcu_par_gp]
2489381 2 0 87 0.0 0.0 0 I 87:2-cgroup_bpf_destroy]
2489397 2 0 71 0.1 0.0 0 I u256:1-ext4-rsv-conversion]
2489833 2 0 4 0.0 0.0 0 I 4:2-events]
2490199 1644661 2490199 44 101 0.1 706056 Rsl python
2490470 2 0 59 0.0 0.0 0 I 59:0-rcu_par_gp]
2490561 1644659 2490561 25 101 0.1 696080 Rsl python
2490849 2 0 49 0.0 0.0 0 I 49:1-mm_percpu_wq]
2490881 2 0 54 0.0 0.0 0 I 54:0-cgroup_free]
2490959 2 0 108 0.0 0.0 0 I 108:2-rcu_gp]
2491008 2 0 85 0.0 0.0 0 I 85:0-mm_percpu_wq]
2491009 2 0 29 0.0 0.0 0 I 29:0]
2491196 2 0 32 0.0 0.0 0 I md127]
2491206 2 0 24 0.0 0.0 0 I 24:2-mm_percpu_wq]
2491361 2 0 43 0.0 0.0 0 I 43:1-rcu_par_gp]
2491362 2 0 105 0.0 0.0 0 I 105:1-cgroup_release]
2491381 2 0 69 0.0 0.0 0 I 69:0-rcu_par_gp]
2491799 2 0 36 0.0 0.0 0 I 36:2-cgroup_free]
2492038 2 0 102 0.0 0.0 0 I 102:0-cgroup_release]
2492039 2 0 9 0.0 0.0 0 I 9:0-events]
2492148 2 0 4 0.0 0.0 0 I u258:3-writeback]
2492255 2 0 34 0.0 0.0 0 I md127]
2492422 2 0 45 0.0 0.0 0 I 45:2-mm_percpu_wq]
2492423 2 0 53 0.0 0.0 0 I 53:0-cgroup_free]
2492633 2 0 44 0.0 0.0 0 I 44:2-cgroup_release]
2492657 2 0 23 0.0 0.0 0 I 23:2-cgroup_release]
2493384 2 0 116 0.0 0.0 0 I 116:0-rcu_par_gp]
2493803 1644661 2493803 70 101 0.1 652248 Rsl python
2493885 2 0 73 0.0 0.0 0 I 73:2-rcu_par_gp]
2494027 2 0 75 0.0 0.0 0 I 75:2-rcu_gp]
2494093 2 0 11 0.0 0.0 0 I 11:0-mm_percpu_wq]
2494217 1644659 2494217 62 101 0.1 641992 Rsl python
2494488 2 0 118 0.0 0.0 0 I 118:1]
2494760 2 0 0 0.0 0.0 0 I 0:1-rcu_par_gp]
2495210 2 0 25 0.0 0.0 0 I 25:1-events]
2495211 1644660 2495211 29 101 0.1 604388 Rsl python
2495525 2 0 111 0.0 0.0 0 I 111:0-rcu_par_gp]
2495746 2 0 113 0.0 0.0 0 I 113:2-mm_percpu_wq]
2495858 2 0 56 0.0 0.0 0 I 56:1-cgroup_release]
2495896 2 0 78 0.0 0.0 0 I md127]
2496176 1644659 2496176 124 101 0.1 614972 Rsl python
2496322 2 0 107 0.0 0.0 0 I 107:1-rcu_par_gp]
2496797 2 0 91 0.0 0.0 0 I 91:1-mm_percpu_wq]
2496922 2 0 84 0.0 0.0 0 I 84:2]
2496923 2 0 112 0.0 0.0 0 I md127]
2497471 2 0 2 0.0 0.0 0 I 2:2-cgroup_free]
2497486 2 0 63 0.0 0.0 0 I 63:0-mm_percpu_wq]
2497494 2 0 81 0.0 0.0 0 I 81:5-mm_percpu_wq]
2497875 1644659 2497875 98 101 0.1 609288 Rsl python
2497953 2 0 35 0.0 0.0 0 I 35:1-cgroup_release]
2498658 2 0 121 0.0 0.0 0 I 121:1-rcu_par_gp]
2498689 2 0 103 0.0 0.0 0 I 103:1-mm_percpu_wq]
2498763 2 0 127 0.0 0.0 0 I 127:1-cgroup_free]
2498813 2 0 76 0.0 0.0 0 I 76:0-events]
2498814 2 0 32 0.0 0.0 0 I md127]
2498899 2 0 79 0.0 0.0 0 I 79:0-mm_percpu_wq]
2498946 2 0 67 0.0 0.0 0 I 67:1-mm_percpu_wq]
2498947 2 0 114 0.0 0.0 0 I 114:2-rcu_par_gp]
2498962 2 0 38 0.0 0.0 0 I 38:1-mm_percpu_wq]
2498964 2 0 30 0.0 0.0 0 I 30:1-mm_percpu_wq]
2499172 2 0 1 0.0 0.0 0 I 1:0-mm_percpu_wq]
2499276 2 0 47 0.0 0.0 0 I 47:2-cgroup_free]
2499318 1644659 2499318 18 102 0.1 594644 Rsl python
2499396 2 0 119 0.0 0.0 0 I 119:2-mm_percpu_wq]
2499655 2 0 27 0.0 0.0 0 I 27:0-mm_percpu_wq]
2499660 2 0 100 0.0 0.0 0 I 100:1-events]
2500190 1644661 2500190 16 102 0.1 580316 Rsl python
2500424 2 0 31 0.0 0.0 0 I md127]
2500443 2 0 101 0.0 0.0 0 S u266:3+events_unbound]
2500575 2 0 88 0.0 0.0 0 I 88:0-cgroup_free]
2500823 2 0 123 0.0 0.0 0 I 123:0-events]
2500824 2 0 110 0.0 0.0 0 I 110:1-mm_percpu_wq]
2500919 2 0 120 0.0 0.0 0 I 120:2-rcu_par_gp]
2501072 2 0 3 0.0 0.0 0 I 3:2-cgroup_free]
2501121 2 0 95 0.0 0.0 0 I md127]
2501658 2 0 115 0.0 0.0 0 I 115:0-mm_percpu_wq]
2502247 2 0 39 0.0 0.0 0 I 39:1-events]
2502266 2 0 72 0.0 0.0 0 I 72:2-mm_percpu_wq]
2502336 2 0 57 0.0 0.0 0 I 57:2-mm_percpu_wq]
2502385 2 0 15 0.0 0.0 0 I 15:1-mm_percpu_wq]
2502638 2 0 80 0.0 0.0 0 I 80:0]
2502705 2 0 99 0.0 0.0 0 I 99:1-mm_percpu_wq]
2502886 2 0 108 0.0 0.0 0 I 108:1-mm_percpu_wq]
2502951 2 0 51 0.0 0.0 0 I 51:0-events]
2503019 1644659 2503019 23 103 0.0 487960 Rsl python
2503113 2 0 8 0.0 0.0 0 I 8:2-rcu_par_gp]
2503268 2 0 48 0.0 0.0 0 I md127]
2503274 2 0 19 0.0 0.0 0 I 19:2]
2503275 2 0 65 0.0 0.0 0 I 65:1-cgroup_free]
2503327 2 0 10 0.0 0.0 0 I 10:0-rcu_gp]
2503369 2 0 104 0.0 0.0 0 I 104:1-mm_percpu_wq]
2503601 2 0 54 0.0 0.0 0 I 54:2]
2503770 2 0 101 0.0 0.0 0 I 101:1-rcu_gp]
2503829 2 0 119 0.0 0.0 0 I u270:0-events_power_efficient]
2503836 2 0 55 0.0 0.0 0 I 55:0-mm_percpu_wq]
2503840 2 0 74 0.0 0.0 0 I 74:1-mm_percpu_wq]
2503890 2 0 103 0.0 0.0 0 I u256:0]
2503939 1644659 2503939 14 104 0.0 478372 Rsl python
2504184 2 0 59 0.0 0.0 0 I 59:1-mm_percpu_wq]
2504186 2 0 73 0.0 0.0 0 I 73:0-mm_percpu_wq]
2504190 2 0 9 0.0 0.0 0 I 9:1-cgroup_free]
2504223 1644660 2504223 97 103 0.0 441500 Rsl python
2504287 2 0 21 0.0 0.0 0 I md127]
2504288 2 0 21 0.0 0.0 0 I 21:3-events]
2504289 2 0 21 0.0 0.0 0 I 21:4]
2504290 2 0 62 0.0 0.0 0 I 62:2-cgroup_free]
2504291 2 0 48 0.0 0.0 0 I md127]
2504292 2 0 31 0.0 0.0 0 I md127]
2504293 2 0 31 0.0 0.0 0 I md127]
2504294 2 0 31 0.0 0.0 0 I md127]
2504295 2 0 31 0.0 0.0 0 I md127]
